source,target,te_forward,te_backward,net_te,dominant_direction
AF8,FT7,0.003943,0.0032,0.000742,AF8->FT7
FC2,C3,0.003428,0.004169,-0.00074,C3->FC2
Fz,F8,0.005201,0.005941,-0.00074,F8->Fz
F5,P5,0.00861,0.007871,0.000739,F5->P5
F4,FT7,0.004723,0.003984,0.000739,F4->FT7
CP2,TP7,0.008969,0.008232,0.000737,CP2->TP7
F7,Pz,0.006682,0.007416,-0.000734,Pz->F7
FC3,CP5,0.003272,0.002539,0.000733,FC3->CP5
F7,F4,0.010813,0.010087,0.000726,F7->F4
F8,Iz,0.006045,0.00532,0.000725,F8->Iz
FCz,POz,0.004718,0.003993,0.000725,FCz->POz
CPz,T8,0.007056,0.006334,0.000722,CPz->T8
F8,PO7,0.005873,0.005153,0.00072,F8->PO7
T7,T10,0.004825,0.005545,-0.00072,T10->T7
P4,PO7,0.010316,0.009596,0.00072,P4->PO7
C6,FT7,0.005097,0.004378,0.000719,C6->FT7
PO8,O2,0.002061,0.00278,-0.000719,O2->PO8
C6,P8,0.007608,0.00689,0.000718,C6->P8
F7,F6,0.012328,0.013044,-0.000716,F6->F7
F5,F6,0.011524,0.01224,-0.000716,F6->F5
C3,AFz,0.011982,0.011268,0.000713,C3->AFz
F5,TP7,0.008911,0.0082,0.000711,F5->TP7
P5,PO4,0.009973,0.009262,0.000711,P5->PO4
F8,T9,0.008926,0.008215,0.00071,F8->T9
FC5,CP1,0.003646,0.002937,0.000709,FC5->CP1
TP7,P4,0.008473,0.007765,0.000708,TP7->P4
F2,Iz,0.00903,0.009737,-0.000707,Iz->F2
F8,FT7,0.005719,0.005016,0.000704,F8->FT7
CP6,Fz,0.006727,0.006026,0.0007,CP6->Fz
FC4,T7,0.004193,0.004892,-0.0007,T7->FC4
FC2,CP2,0.001606,0.000907,0.000699,FC2->CP2
F6,Iz,0.007205,0.007905,-0.000699,Iz->F6
C5,CP3,0.004324,0.003625,0.000698,C5->CP3
C3,F4,0.009798,0.009101,0.000697,C3->F4
P7,P2,0.009142,0.009838,-0.000696,P2->P7
FC5,Oz,0.002302,0.002997,-0.000695,Oz->FC5
F3,FT7,0.004788,0.004093,0.000694,F3->FT7
FC6,P4,0.003861,0.003167,0.000693,FC6->P4
F7,T7,0.008112,0.00742,0.000693,F7->T7
C2,F7,0.006236,0.006929,-0.000693,F7->C2
P5,O2,0.008145,0.007455,0.000691,P5->O2
F3,F2,0.005281,0.005972,-0.000691,F2->F3
FC5,CP5,0.005701,0.005011,0.00069,FC5->CP5
FCz,P3,0.004739,0.00405,0.000689,FCz->P3
P3,Oz,0.008192,0.007505,0.000687,P3->Oz
FC5,CP3,0.004222,0.003536,0.000686,FC5->CP3
F6,T10,0.008065,0.007378,0.000686,F6->T10
C6,CP5,0.008254,0.007569,0.000685,C6->CP5
Fpz,FT8,0.008035,0.007351,0.000684,Fpz->FT8
F3,P6,0.008092,0.008773,-0.000681,P6->F3
AF8,F5,0.00884,0.008163,0.000677,AF8->F5
FCz,AF4,0.004519,0.003842,0.000677,FCz->AF4
FC6,P2,0.004557,0.00388,0.000677,FC6->P2
TP7,PO4,0.008308,0.007631,0.000677,TP7->PO4
FC1,O2,0.004915,0.004238,0.000676,FC1->O2
FC6,Fpz,0.006916,0.007592,-0.000676,Fpz->FC6
CP3,PO8,0.015995,0.01667,-0.000675,PO8->CP3
F2,Oz,0.009033,0.008358,0.000674,F2->Oz
Fp1,FT7,0.004745,0.004071,0.000674,Fp1->FT7
F7,O2,0.007103,0.006429,0.000674,F7->O2
TP8,Oz,0.009735,0.009062,0.000673,TP8->Oz
CPz,P5,0.010686,0.010015,0.000671,CPz->P5
C3,PO3,0.009805,0.010476,-0.000671,PO3->C3
CP6,F1,0.00785,0.007182,0.000669,CP6->F1
FC4,O2,0.004033,0.003363,0.000669,FC4->O2
P4,PO4,0.00367,0.003003,0.000667,P4->PO4
CP2,FT7,0.000834,0.001497,-0.000663,FT7->CP2
C5,FT8,0.005624,0.004965,0.000659,C5->FT8
CP2,CP6,0.001986,0.001328,0.000658,CP2->CP6
CP3,F2,0.010156,0.009499,0.000656,CP3->F2
P4,PO8,0.003125,0.00247,0.000655,P4->PO8
AFz,F7,0.010737,0.010084,0.000654,AFz->F7
C1,F6,0.0088,0.008147,0.000653,C1->F6
PO3,PO8,0.008972,0.008319,0.000653,PO3->PO8
F5,P2,0.007401,0.008055,-0.000653,P2->F5
C5,C6,0.007725,0.007072,0.000652,C5->C6
FC5,P1,0.002683,0.003333,-0.000651,P1->FC5
FT7,T7,0.003288,0.003939,-0.000651,T7->FT7
AF4,F5,0.014552,0.013902,0.000649,AF4->F5
FC1,TP7,0.002258,0.00161,0.000648,FC1->TP7
CP2,Iz,0.012762,0.012115,0.000648,CP2->Iz
CP5,F3,0.007502,0.006861,0.000641,CP5->F3
CP2,AFz,0.009577,0.010217,-0.000639,AFz->CP2
CP4,PO7,0.016195,0.015557,0.000638,CP4->PO7
F5,P3,0.008781,0.008143,0.000638,F5->P3
C5,AFz,0.008729,0.008093,0.000637,C5->AFz
FC3,PO3,0.00422,0.003584,0.000636,FC3->PO3
F6,F8,0.014523,0.015157,-0.000635,F8->F6
FC5,Iz,0.003107,0.003741,-0.000633,Iz->FC5
F8,P3,0.006147,0.006779,-0.000633,P3->F8
FC1,FCz,0.002734,0.002102,0.000632,FC1->FCz
T7,P8,0.007611,0.006979,0.000632,T7->P8
Fz,P2,0.008233,0.008865,-0.000632,P2->Fz
CP2,O1,0.013625,0.012994,0.000631,CP2->O1
FCz,P2,0.004336,0.00496,-0.000624,P2->FCz
C6,F6,0.009511,0.010133,-0.000622,F6->C6
CPz,T7,0.005553,0.004932,0.000621,CPz->T7
Pz,P2,0.003263,0.002642,0.000621,Pz->P2
AF8,T10,0.006901,0.007518,-0.000618,T10->AF8
C6,CP3,0.006461,0.007077,-0.000617,CP3->C6
P7,P8,0.012069,0.011453,0.000616,P7->P8
Cz,F5,0.00764,0.007024,0.000616,Cz->F5
FC4,C4,0.005269,0.004653,0.000615,FC4->C4
FC6,F4,0.008552,0.00794,0.000612,FC6->F4
FC1,F8,0.003458,0.004069,-0.000611,F8->FC1
FC5,PO3,0.001959,0.002568,-0.000609,PO3->FC5
FT8,Iz,0.004345,0.003738,0.000608,FT8->Iz
C1,F4,0.008326,0.00772,0.000607,C1->F4
Fz,T8,0.007576,0.00697,0.000606,Fz->T8
FC3,Fp1,0.006402,0.007008,-0.000606,Fp1->FC3
FCz,AF7,0.002945,0.00234,0.000604,FCz->AF7
FC1,TP8,0.005338,0.00594,-0.000601,TP8->FC1
CP5,T8,0.007498,0.006901,0.000597,CP5->T8
FC3,PO7,0.003701,0.003104,0.000597,FC3->PO7
CP2,T7,0.004532,0.005127,-0.000595,T7->CP2
CP2,Oz,0.012148,0.011555,0.000593,CP2->Oz
CP5,PO4,0.012722,0.013315,-0.000593,PO4->CP5
FC3,O1,0.003594,0.003003,0.000592,FC3->O1
P7,P3,0.003945,0.004533,-0.000588,P3->P7
FC6,F7,0.012608,0.012025,0.000583,FC6->F7
F2,T10,0.00778,0.008361,-0.000581,T10->F2
Fz,POz,0.007418,0.007998,-0.00058,POz->Fz
FCz,T8,0.00265,0.003228,-0.000578,T8->FCz
CP4,FT8,0.005297,0.00472,0.000577,CP4->FT8
P4,Oz,0.008467,0.00789,0.000577,P4->Oz
C1,CP3,0.003947,0.003374,0.000573,C1->CP3
FCz,AF3,0.005532,0.00496,0.000572,FCz->AF3
F8,O2,0.005211,0.004639,0.000572,F8->O2
CP3,CP4,0.013757,0.014328,-0.000571,CP4->CP3
FC2,F4,0.003968,0.004538,-0.00057,F4->FC2
CPz,F5,0.00806,0.00749,0.00057,CPz->F5
FC2,P1,0.004798,0.004228,0.00057,FC2->P1
F5,F4,0.009934,0.009364,0.00057,F5->F4
CP1,PO7,0.009514,0.010082,-0.000568,PO7->CP1
CP6,P3,0.015022,0.014455,0.000567,CP6->P3
TP8,PO8,0.005185,0.004618,0.000567,TP8->PO8
F7,POz,0.006515,0.00708,-0.000566,POz->F7
C6,P4,0.006121,0.005555,0.000566,C6->P4
FCz,C3,0.00364,0.004205,-0.000565,C3->FCz
F5,F2,0.008488,0.007926,0.000562,F5->F2
F4,T10,0.00736,0.007921,-0.000561,T10->F4
TP7,Iz,0.006944,0.006383,0.000561,TP7->Iz
TP7,P2,0.007283,0.006724,0.000559,TP7->P2
CPz,F8,0.005172,0.00573,-0.000558,F8->CPz
F6,T9,0.01077,0.010212,0.000558,F6->T9
PO3,O2,0.007536,0.008094,-0.000558,O2->PO3
F3,PO7,0.006926,0.007484,-0.000558,PO7->F3
FC3,FC4,0.005853,0.005298,0.000555,FC3->FC4
P5,PO3,0.002543,0.001988,0.000555,P5->PO3
CPz,Iz,0.015325,0.01588,-0.000555,Iz->CPz
CP5,F2,0.007465,0.00691,0.000555,CP5->F2
C2,F5,0.007449,0.006897,0.000552,C2->F5
F1,FT7,0.003206,0.002654,0.000552,F1->FT7
CP2,P3,0.013662,0.013111,0.000551,CP2->P3
CP2,FT8,0.002365,0.002917,-0.000551,FT8->CP2
FC1,Oz,0.003748,0.003199,0.000549,FC1->Oz
FC4,CPz,0.003746,0.003197,0.000548,FC4->CPz
FC3,CP2,0.002029,0.001482,0.000547,FC3->CP2
C6,T10,0.009588,0.009041,0.000547,C6->T10
C5,P1,0.007285,0.007832,-0.000547,P1->C5
P5,P1,0.003021,0.003567,-0.000546,P1->P5
FC3,F8,0.004848,0.005393,-0.000545,F8->FC3
T7,Iz,0.006537,0.005993,0.000544,T7->Iz
CP5,T9,0.008782,0.008238,0.000544,CP5->T9
P2,P4,0.003516,0.002974,0.000541,P2->P4
FC4,P4,0.003229,0.002689,0.00054,FC4->P4
FT7,P7,0.002022,0.002561,-0.000539,P7->FT7
F3,PO3,0.007105,0.007643,-0.000538,PO3->F3
FC4,Fp1,0.006318,0.006852,-0.000535,Fp1->FC4
TP8,PO4,0.006293,0.005757,0.000535,TP8->PO4
F1,P2,0.008642,0.009177,-0.000534,P2->F1
FC1,Fp2,0.00465,0.005184,-0.000534,Fp2->FC1
FC4,T10,0.004735,0.004204,0.000531,FC4->T10
F7,F8,0.011542,0.011011,0.000531,F7->F8
P3,P1,0.002826,0.003354,-0.000528,P1->P3
FC1,AF3,0.007559,0.007034,0.000525,FC1->AF3
FC1,FC2,0.002768,0.002243,0.000525,FC1->FC2
Cz,F4,0.008568,0.008044,0.000524,Cz->F4
P8,Oz,0.008801,0.009323,-0.000522,Oz->P8
F7,P2,0.006543,0.007064,-0.000521,P2->F7
F4,P8,0.008067,0.008587,-0.00052,P8->F4
AFz,FT7,0.003621,0.003103,0.000518,AFz->FT7
C1,F5,0.007616,0.007098,0.000518,C1->F5
P5,Iz,0.006568,0.007081,-0.000513,Iz->P5
Fz,T7,0.00561,0.006121,-0.000512,T7->Fz
FC4,Fpz,0.005242,0.005753,-0.000511,Fpz->FC4
CP5,CP3,0.001894,0.001383,0.000511,CP5->CP3
FC4,C3,0.005072,0.005582,-0.00051,C3->FC4
FT8,P6,0.003249,0.002741,0.000509,FT8->P6
FC5,CPz,0.00285,0.003358,-0.000508,CPz->FC5
FT7,TP7,0.002578,0.003085,-0.000507,TP7->FT7
AF3,T7,0.008493,0.007987,0.000506,AF3->T7
FC4,Pz,0.004114,0.003609,0.000505,FC4->Pz
PO4,Oz,0.006431,0.00693,-0.0005,Oz->PO4
P3,PO7,0.003909,0.00341,0.000499,P3->PO7
C4,F8,0.005205,0.005704,-0.000499,F8->C4
TP8,P8,0.003798,0.003302,0.000496,TP8->P8
FC4,F8,0.008659,0.008163,0.000496,FC4->F8
T9,TP8,0.009379,0.009873,-0.000493,TP8->T9
AF4,F7,0.013292,0.013785,-0.000492,F7->AF4
C1,O1,0.011705,0.011214,0.000491,C1->O1
C5,PO3,0.007519,0.007029,0.00049,C5->PO3
C6,AF4,0.0109,0.010412,0.000488,C6->AF4
C1,PO8,0.012938,0.012455,0.000484,C1->PO8
C6,CP4,0.004973,0.004494,0.000479,C6->CP4
F3,P7,0.007184,0.007663,-0.000479,P7->F3
FC3,P1,0.004465,0.003986,0.000479,FC3->P1
Cz,C2,0.00376,0.003284,0.000476,Cz->C2
FC1,P2,0.005147,0.004672,0.000476,FC1->P2
Fz,P4,0.008066,0.008542,-0.000476,P4->Fz
F2,FT8,0.005474,0.004998,0.000476,F2->FT8
C3,F7,0.00799,0.007515,0.000475,C3->F7
F3,PO4,0.007105,0.007579,-0.000474,PO4->F3
P8,PO7,0.011549,0.012022,-0.000472,PO7->P8
FC2,F8,0.003365,0.003836,-0.000472,F8->FC2
F5,T7,0.008497,0.008026,0.000471,F5->T7
FC3,Iz,0.004492,0.004961,-0.00047,Iz->FC3
FCz,F1,0.004382,0.004852,-0.000469,F1->FCz
AF3,AF8,0.013945,0.013479,0.000466,AF3->AF8
FC6,T9,0.006704,0.006239,0.000465,FC6->T9
T7,PO3,0.005014,0.004549,0.000465,T7->PO3
FC1,Fpz,0.005203,0.005666,-0.000464,Fpz->FC1
C5,F2,0.008238,0.007775,0.000462,C5->F2
P6,O1,0.009041,0.00858,0.000461,P6->O1
Fz,T10,0.008825,0.009283,-0.000458,T10->Fz
TP7,PO3,0.004436,0.003979,0.000457,TP7->PO3
C2,Oz,0.01238,0.011922,0.000457,C2->Oz
F7,F5,0.018038,0.018494,-0.000456,F5->F7
F4,T7,0.00792,0.008375,-0.000456,T7->F4
C5,C2,0.004173,0.004628,-0.000456,C2->C5
PO3,O1,0.003315,0.00286,0.000455,PO3->O1
F1,Fz,0.003039,0.003494,-0.000455,Fz->F1
TP7,P5,0.003078,0.003532,-0.000454,P5->TP7
CPz,AF4,0.01097,0.01142,-0.00045,AF4->CPz
C5,C1,0.004383,0.003934,0.000449,C5->C1
FC4,F6,0.010788,0.011233,-0.000445,F6->FC4
PO4,O1,0.008229,0.008672,-0.000444,O1->PO4
AF4,T8,0.009576,0.009133,0.000443,AF4->T8
C4,F6,0.008981,0.008538,0.000443,C4->F6
T7,T8,0.005139,0.00558,-0.000442,T8->T7
CP6,P1,0.012795,0.013236,-0.000442,P1->CP6
C3,C4,0.008721,0.008281,0.00044,C3->C4
FC3,F6,0.006538,0.006978,-0.00044,F6->FC3
TP8,P7,0.010399,0.009961,0.000438,TP8->P7
FCz,C1,0.003034,0.002598,0.000437,FCz->C1
FC1,FT7,0.003015,0.002583,0.000432,FC1->FT7
Fz,FT7,0.003071,0.002642,0.000429,Fz->FT7
P5,P8,0.0123,0.011871,0.000429,P5->P8
F2,FT7,0.00395,0.003523,0.000427,F2->FT7
T8,P8,0.004394,0.004822,-0.000427,P8->T8
FC6,T10,0.007131,0.006706,0.000425,FC6->T10
FCz,F6,0.004688,0.004265,0.000423,FCz->F6
FC3,F5,0.007437,0.007858,-0.000421,F5->FC3
FC2,F6,0.005959,0.005538,0.000421,FC2->F6
C5,CP1,0.003523,0.003943,-0.000421,CP1->C5
Fz,P7,0.007097,0.007515,-0.000418,P7->Fz
FC3,AF4,0.005905,0.006323,-0.000418,AF4->FC3
FC5,O1,0.001553,0.001971,-0.000417,O1->FC5
AF3,AFz,0.012708,0.012292,0.000416,AF3->AFz
FC1,P3,0.004788,0.004374,0.000415,FC1->P3
FC6,CPz,0.004334,0.003923,0.000411,FC6->CPz
AFz,FT8,0.005791,0.005381,0.00041,AFz->FT8
AF8,F2,0.0152,0.01479,0.000409,AF8->F2
FC3,F4,0.005829,0.006235,-0.000407,F4->FC3
Fz,PO7,0.007467,0.007063,0.000404,Fz->PO7
POz,O2,0.004872,0.004468,0.000404,POz->O2
F7,P4,0.006677,0.00708,-0.000403,P4->F7
FC3,F7,0.008058,0.008461,-0.000402,F7->FC3
FCz,F8,0.002519,0.002919,-0.0004,F8->FCz
FC4,F7,0.008798,0.009197,-0.000399,F7->FC4
F3,T7,0.005771,0.006166,-0.000396,T7->F3
FC1,CP6,0.003263,0.002868,0.000396,FC1->CP6
FC2,CP4,0.002604,0.002999,-0.000395,CP4->FC2
CP4,F5,0.009937,0.009543,0.000394,CP4->F5
CP4,O1,0.015489,0.015882,-0.000393,O1->CP4
Cz,O2,0.012685,0.013078,-0.000393,O2->Cz
CP1,FT8,0.003822,0.004214,-0.000392,FT8->CP1
FC1,CP2,0.001705,0.001313,0.000392,FC1->CP2
C2,CP4,0.004229,0.003839,0.000391,C2->CP4
T7,P1,0.005296,0.004906,0.000389,T7->P1
F3,T8,0.009589,0.009201,0.000388,F3->T8
P3,O2,0.010265,0.010652,-0.000387,O2->P3
F2,O1,0.008397,0.008011,0.000386,F2->O1
C4,FT7,0.004045,0.00366,0.000385,C4->FT7
FC2,TP8,0.004109,0.003725,0.000384,FC2->TP8
FC2,T7,0.002415,0.002798,-0.000383,T7->FC2
FCz,Fpz,0.004822,0.004442,0.000381,FCz->Fpz
FC2,FT7,0.002261,0.002643,-0.000381,FT7->FC2
C5,CP2,0.004134,0.003755,0.00038,C5->CP2
FCz,C2,0.002868,0.002491,0.000377,FCz->C2
F7,P1,0.007694,0.007318,0.000377,F7->P1
CP2,PO3,0.013916,0.01354,0.000376,CP2->PO3
FC2,P2,0.003928,0.004302,-0.000374,P2->FC2
CP4,CP6,0.002656,0.003027,-0.000371,CP6->CP4
CP3,Iz,0.01389,0.01352,0.00037,CP3->Iz
PO7,O2,0.007531,0.00716,0.00037,PO7->O2
P6,Oz,0.007672,0.007304,0.000368,P6->Oz
FT8,TP7,0.002517,0.002149,0.000368,FT8->TP7
F5,T9,0.009685,0.009319,0.000366,F5->T9
F2,O2,0.007982,0.008347,-0.000365,O2->F2
FC4,AF4,0.0097,0.009337,0.000363,FC4->AF4
FC4,F1,0.005186,0.004823,0.000363,FC4->F1
C3,P7,0.007013,0.006651,0.000362,C3->P7
F5,P4,0.007545,0.007905,-0.00036,P4->F5
Fz,FT8,0.005076,0.004717,0.000359,Fz->FT8
CP3,TP7,0.004711,0.005067,-0.000356,TP7->CP3
FC5,P7,0.002559,0.002915,-0.000355,P7->FC5
C5,F4,0.008768,0.008413,0.000355,C5->F4
FC3,Oz,0.004211,0.003858,0.000352,FC3->Oz
Fz,F2,0.00452,0.004167,0.000352,Fz->F2
FT7,T8,0.00312,0.003472,-0.000352,T8->FT7
FC4,AF3,0.008033,0.008384,-0.000351,AF3->FC4
C2,PO4,0.011649,0.011298,0.000351,C2->PO4
CP4,FT7,0.003589,0.00324,0.000349,CP4->FT7
F8,P5,0.006084,0.005736,0.000349,F8->P5
F5,Iz,0.00948,0.009132,0.000348,F5->Iz
F5,P1,0.008553,0.0089,-0.000347,P1->F5
CP6,PO4,0.006546,0.006199,0.000347,CP6->PO4
FCz,CP6,0.002108,0.001761,0.000347,FCz->CP6
CP6,O2,0.007913,0.007567,0.000346,CP6->O2
CP5,FT7,0.003359,0.003014,0.000345,CP5->FT7
Fz,PO3,0.008096,0.007751,0.000345,Fz->PO3
FC1,AF8,0.00276,0.002416,0.000344,FC1->AF8
FT7,O1,0.001891,0.001548,0.000343,FT7->O1
F3,TP7,0.006501,0.006845,-0.000343,TP7->F3
CP4,Iz,0.014876,0.014535,0.000342,CP4->Iz
C2,F4,0.008734,0.008392,0.000342,C2->F4
PO4,PO8,0.001814,0.001472,0.000342,PO4->PO8
PO3,PO4,0.010492,0.010152,0.00034,PO3->PO4
AF4,POz,0.010399,0.010738,-0.000339,POz->AF4
FC3,F3,0.005289,0.005628,-0.000339,F3->FC3
CPz,FT7,0.002512,0.002175,0.000338,CPz->FT7
C2,AF4,0.008728,0.008392,0.000337,C2->AF4
FCz,CPz,0.003373,0.003708,-0.000335,CPz->FCz
FT7,TP8,0.004061,0.004395,-0.000334,TP8->FT7
FC5,P8,0.004181,0.004514,-0.000333,P8->FC5
TP7,P6,0.009628,0.009297,0.000332,TP7->P6
C4,CP4,0.004759,0.00509,-0.000331,CP4->C4
PO3,Oz,0.005037,0.004707,0.00033,PO3->Oz
C6,F8,0.00866,0.00899,-0.00033,F8->C6
FC2,F7,0.004193,0.004516,-0.000324,F7->FC2
CP1,P5,0.006714,0.007038,-0.000323,P5->CP1
P7,PO3,0.003951,0.00363,0.000322,P7->PO3
FC1,CP5,0.002186,0.002508,-0.000322,CP5->FC1
FCz,F5,0.003572,0.00325,0.000322,FCz->F5
FC3,AF8,0.003704,0.003381,0.000322,FC3->AF8
FC4,C6,0.006506,0.006823,-0.000317,C6->FC4
F7,T9,0.009238,0.008921,0.000317,F7->T9
T8,T9,0.006973,0.006658,0.000316,T8->T9
FC5,PO8,0.003557,0.003872,-0.000315,PO8->FC5
FC4,TP7,0.004032,0.00372,0.000312,FC4->TP7
FC4,CP1,0.002709,0.002398,0.000312,FC4->CP1
FCz,F4,0.003757,0.004068,-0.000311,F4->FCz
FC5,P6,0.004203,0.004509,-0.000307,P6->FC5
AF7,T7,0.006748,0.006444,0.000303,AF7->T7
C4,CP6,0.003328,0.003026,0.000302,C4->CP6
P1,P8,0.011167,0.011469,-0.000302,P8->P1
FC4,P2,0.003591,0.003292,0.000299,FC4->P2
P1,P4,0.008528,0.008826,-0.000299,P4->P1
CP4,Oz,0.014466,0.014763,-0.000297,Oz->CP4
TP7,P3,0.003647,0.003942,-0.000295,P3->TP7
CP4,P5,0.015718,0.015424,0.000294,CP4->P5
F2,P6,0.007848,0.008139,-0.000291,P6->F2
AFz,T9,0.011958,0.012247,-0.000289,T9->AFz
T7,P3,0.004531,0.004818,-0.000287,P3->T7
CP5,FT8,0.00297,0.00269,0.00028,CP5->FT8
F8,T8,0.006403,0.006683,-0.00028,T8->F8
FCz,CP4,0.002721,0.002998,-0.000276,CP4->FCz
CPz,P6,0.013803,0.014078,-0.000274,P6->CPz
CP5,F6,0.008434,0.008705,-0.000272,F6->CP5
F1,PO7,0.007629,0.007901,-0.000272,PO7->F1
F6,TP7,0.007913,0.008182,-0.00027,TP7->F6
Cz,FT8,0.00338,0.003648,-0.000268,FT8->Cz
C5,PO7,0.007265,0.006997,0.000268,C5->PO7
F2,T8,0.006679,0.006946,-0.000267,T8->F2
FC5,AF8,0.004329,0.004063,0.000266,FC5->AF8
FC3,P3,0.004871,0.004606,0.000265,FC3->P3
CP1,F5,0.007111,0.007375,-0.000263,F5->CP1
FC4,AF7,0.005822,0.006086,-0.000263,AF7->FC4
AF8,T8,0.005866,0.006127,-0.000262,T8->AF8
CP2,P4,0.006436,0.006694,-0.000259,P4->CP2
T9,TP7,0.005287,0.005029,0.000258,T9->TP7
FT8,P8,0.003169,0.003423,-0.000254,P8->FT8
FC2,Pz,0.004425,0.004678,-0.000253,Pz->FC2
FC2,T8,0.003383,0.003131,0.000252,FC2->T8
FCz,P1,0.004327,0.004578,-0.000252,P1->FCz
Cz,PO8,0.012049,0.0123,-0.000251,PO8->Cz
FC1,AF4,0.004948,0.005198,-0.00025,AF4->FC1
C5,Cz,0.003666,0.003915,-0.000249,Cz->C5
AF8,F4,0.018866,0.019114,-0.000248,F4->AF8
C1,F7,0.005909,0.006156,-0.000247,F7->C1
FC2,AF7,0.00323,0.003475,-0.000244,AF7->FC2
FC4,CP4,0.004155,0.003911,0.000244,FC4->CP4
FC6,Fp2,0.009357,0.009114,0.000243,FC6->Fp2
P8,PO4,0.003658,0.003901,-0.000243,PO4->P8
FT7,P5,0.001954,0.002196,-0.000242,P5->FT7
FC1,F5,0.005553,0.005312,0.000242,FC1->F5
FC6,Fp1,0.008238,0.00848,-0.000242,Fp1->FC6
AF7,T9,0.010257,0.010015,0.000241,AF7->T9
FC3,CP6,0.004126,0.003885,0.000241,FC3->CP6
C1,FT7,0.00259,0.00235,0.00024,C1->FT7
F3,O1,0.006908,0.007147,-0.000239,O1->F3
P5,PO7,0.002283,0.002046,0.000237,P5->PO7
P6,PO8,0.002151,0.002387,-0.000236,PO8->P6
CP3,P6,0.018341,0.018575,-0.000234,P6->CP3
FC6,AFz,0.006617,0.006384,0.000233,FC6->AFz
Pz,POz,0.004228,0.003995,0.000232,Pz->POz
CPz,PO7,0.012796,0.012565,0.000231,CPz->PO7
FCz,FT7,0.001732,0.001961,-0.00023,FT7->FCz
FC3,CP4,0.004895,0.005125,-0.00023,CP4->FC3
FT7,Pz,0.002585,0.002815,-0.00023,Pz->FT7
F8,FT8,0.004937,0.004709,0.000228,F8->FT8
FC2,Fp1,0.004339,0.004566,-0.000227,Fp1->FC2
C4,C6,0.004811,0.005038,-0.000227,C6->C4
FT7,POz,0.002374,0.002601,-0.000227,POz->FT7
TP7,P8,0.009468,0.009241,0.000227,TP7->P8
TP8,P6,0.00412,0.004344,-0.000224,P6->TP8
AF7,FT7,0.00469,0.004914,-0.000224,FT7->AF7
FCz,Fp1,0.004223,0.004004,0.000219,FCz->Fp1
TP7,P1,0.004805,0.005022,-0.000217,P1->TP7
FC1,C2,0.00357,0.003354,0.000216,FC1->C2
P8,PO3,0.012019,0.011805,0.000214,P8->PO3
P7,P5,0.002049,0.002261,-0.000212,P5->P7
F1,O2,0.008109,0.007899,0.000211,F1->O2
P2,POz,0.004061,0.004271,-0.00021,POz->P2
FC6,AF3,0.010867,0.010659,0.000208,FC6->AF3
P7,P6,0.011705,0.011497,0.000208,P7->P6
TP8,P4,0.005626,0.005418,0.000207,TP8->P4
FC2,CP1,0.002213,0.002419,-0.000206,CP1->FC2
P7,Iz,0.006929,0.007134,-0.000206,Iz->P7
O1,Oz,0.002682,0.002887,-0.000205,Oz->O1
CP1,T8,0.006982,0.006777,0.000205,CP1->T8
FC4,F2,0.005655,0.005857,-0.000202,F2->FC4
P6,P8,0.002215,0.002014,0.000201,P6->P8
FC6,CP1,0.003677,0.00348,0.000197,FC6->CP1
C4,AF4,0.010224,0.010421,-0.000197,AF4->C4
Cz,AF4,0.009521,0.009325,0.000196,Cz->AF4
P7,PO7,0.002621,0.002816,-0.000194,PO7->P7
F3,PO8,0.007581,0.007388,0.000193,F3->PO8
FCz,Fp2,0.004143,0.00395,0.000193,FCz->Fp2
C1,C2,0.004979,0.005172,-0.000193,C2->C1
FC1,Fp1,0.005196,0.005388,-0.000192,Fp1->FC1
FC1,CP3,0.003765,0.003574,0.000191,FC1->CP3
C3,FT8,0.00643,0.006239,0.000191,C3->FT8
FC1,T7,0.002737,0.002549,0.000188,FC1->T7
C5,AF7,0.00738,0.007192,0.000188,C5->AF7
C4,CP3,0.009742,0.009929,-0.000186,CP3->C4
T9,P7,0.0063,0.006115,0.000185,T9->P7
FC2,FT8,0.003278,0.00346,-0.000182,FT8->FC2
F5,T10,0.011318,0.011135,0.000182,F5->T10
FC5,FC2,0.003842,0.004024,-0.000182,FC2->FC5
FC3,O2,0.005125,0.004945,0.000181,FC3->O2
FC1,AF7,0.00401,0.003829,0.000181,FC1->AF7
FC2,Fpz,0.004509,0.004689,-0.00018,Fpz->FC2
PO7,PO3,0.001979,0.0018,0.000179,PO7->PO3
C2,FT7,0.002414,0.002236,0.000178,C2->FT7
FT7,FT8,0.00427,0.004449,-0.000178,FT8->FT7
CP1,Iz,0.014054,0.014232,-0.000178,Iz->CP1
FC2,F5,0.004502,0.004679,-0.000177,F5->FC2
CP3,FT8,0.004685,0.004509,0.000176,CP3->FT8
FT7,PO8,0.002402,0.00223,0.000172,FT7->PO8
P4,O2,0.005229,0.005401,-0.000172,O2->P4
FC4,F5,0.008265,0.008096,0.000168,FC4->F5
F5,F1,0.008179,0.008347,-0.000168,F1->F5
P5,P6,0.011119,0.011286,-0.000167,P6->P5
CP3,P7,0.006557,0.006723,-0.000166,P7->CP3
FT7,O2,0.002588,0.002422,0.000166,FT7->O2
FC6,F8,0.014237,0.014401,-0.000164,F8->FC6
FC6,CP3,0.004345,0.004509,-0.000164,CP3->FC6
C3,TP7,0.005037,0.005196,-0.000159,TP7->C3
